Date,FIX,"Published in
DOF","In order to pay
obligations"
10/12/1994,3.4170,3.4199,3.4160
10/13/1994,3.4136,3.4170,3.4199
10/14/1994,3.4179,3.4136,3.4170
10/15/1994,N/E,N/E,3.4136
10/16/1994,N/E,N/E,3.4136
10/17/1994,3.4215,3.4179,3.4136
10/18/1994,3.4216,3.4215,3.4179
10/19/1994,3.4106,3.4216,3.4215
10/20/1994,3.4173,3.4106,3.4216
10/21/1994,3.4175,3.4173,3.4106
10/22/1994,N/E,N/E,3.4173
10/23/1994,N/E,N/E,3.4173
10/24/1994,3.4199,3.4175,3.4173
10/25/1994,3.4286,3.4199,3.4175
10/26/1994,3.4256,3.4286,3.4199
10/27/1994,3.4300,3.4256,3.4286
10/28/1994,3.4360,3.4300,3.4256
10/29/1994,N/E,N/E,3.4300
10/30/1994,N/E,N/E,3.4300
10/31/1994,3.4381,3.4360,3.4300
11/01/1994,N/E,3.4381,3.4360
11/02/1994,N/E,N/E,3.4381
11/03/1994,3.4350,N/E,N/E
11/04/1994,3.4296,3.4350,N/E
11/05/1994,N/E,N/E,3.4350
11/06/1994,N/E,N/E,3.4350
11/07/1994,3.4273,3.4296,3.4350
11/08/1994,3.4241,3.4273,3.4296
11/09/1994,3.4285,3.4241,3.4273
11/10/1994,3.4424,3.4285,3.4241
11/11/1994,3.4435,3.4424,3.4285
11/12/1994,N/E,N/E,3.4424
11/13/1994,N/E,N/E,3.4424
11/14/1994,3.4513,3.4435,3.4424
11/15/1994,3.4526,3.4513,3.4435
11/16/1994,3.4530,3.4526,3.4513
11/17/1994,3.4534,3.4530,3.4526
11/18/1994,3.4538,3.4534,3.4530
11/19/1994,N/E,N/E,3.4534
11/20/1994,N/E,N/E,3.4534
11/21/1994,3.4455,3.4538,3.4534
11/22/1994,3.4473,3.4455,3.4538
11/23/1994,3.4439,3.4473,3.4455
11/24/1994,3.4480,3.4439,3.4473
11/25/1994,3.4481,3.4480,3.4439
11/26/1994,N/E,N/E,3.4480
11/27/1994,N/E,N/E,3.4480
11/28/1994,3.4498,3.4481,3.4480
11/29/1994,3.4410,3.4498,3.4481
11/30/1994,3.4386,3.4410,3.4498
12/01/1994,N/E,3.4386,3.4410
12/02/1994,3.4379,N/E,3.4386
12/03/1994,N/E,N/E,N/E
12/04/1994,N/E,N/E,N/E
12/05/1994,3.4418,3.4379,N/E
12/06/1994,3.4469,3.4418,3.4379
12/07/1994,3.4519,3.4469,3.4418
12/08/1994,3.4511,3.4519,3.4469
12/09/1994,3.4534,3.4511,3.4519
12/10/1994,N/E,N/E,3.4511
12/11/1994,N/E,N/E,3.4511
12/12/1994,N/E,3.4534,3.4511
12/13/1994,3.4585,N/E,3.4534
12/14/1994,3.4543,3.4585,N/E
12/15/1994,3.4606,3.4543,3.4585
12/16/1994,3.4635,3.4606,3.4543
12/17/1994,N/E,N/E,3.4606
12/18/1994,N/E,N/E,3.4606
12/19/1994,3.4662,3.4635,3.4606
12/20/1994,3.9413,3.4662,3.4635
12/21/1994,3.9970,3.9413,3.4662
12/22/1994,4.8875,3.9970,3.9413
12/23/1994,4.7375,4.8875,3.9970
12/24/1994,N/E,N/E,4.8875
12/25/1994,N/E,N/E,4.8875
12/26/1994,5.1000,4.7375,4.8875
12/27/1994,5.7625,5.1000,4.7375
12/28/1994,5.3250,5.7625,5.1000
12/29/1994,4.9400,5.3250,5.7625
12/30/1994,4.9950,4.9400,5.3250
12/31/1994,N/E,N/E,4.9400
01/01/1995,N/E,N/E,4.9400
01/02/1995,5.2700,4.9950,4.9400
01/03/1995,5.5000,5.2700,4.9950
01/04/1995,5.5300,5.5000,5.2700
01/05/1995,5.3900,5.5300,5.5000
01/06/1995,5.5950,5.3900,5.5300
01/07/1995,N/E,N/E,5.3900
01/08/1995,N/E,N/E,5.3900
01/09/1995,5.3950,5.5950,5.3900
01/10/1995,5.7800,5.3950,5.5950
01/11/1995,5.7575,5.7800,5.3950
01/12/1995,5.6875,5.7575,5.7800
01/13/1995,5.3950,5.6875,5.7575
01/14/1995,N/E,N/E,5.6875
01/15/1995,N/E,N/E,5.6875
01/16/1995,5.4900,5.3950,5.6875
01/17/1995,5.3075,5.4900,5.3950
01/18/1995,5.2825,5.3075,5.4900
01/19/1995,5.6075,5.2825,5.3075
01/20/1995,5.7050,5.6075,5.2825
01/21/1995,N/E,N/E,5.6075
01/22/1995,N/E,N/E,5.6075
01/23/1995,5.7725,5.7050,5.6075
01/24/1995,5.8075,5.7725,5.7050
01/25/1995,5.7000,5.8075,5.7725
01/26/1995,5.6900,5.7000,5.8075
01/27/1995,5.6950,5.6900,5.7000
01/28/1995,N/E,N/E,5.6900
01/29/1995,N/E,N/E,5.6900
01/30/1995,6.5000,5.6950,5.6900
01/31/1995,5.9000,6.5000,5.6950
02/01/1995,5.5125,5.9000,6.5000
02/02/1995,5.4550,5.5125,5.9000
02/03/1995,5.3775,5.4550,5.5125
02/04/1995,N/E,N/E,5.4550
02/05/1995,N/E,N/E,5.4550
02/06/1995,5.3650,5.3775,5.4550
02/07/1995,5.3625,5.3650,5.3775
02/08/1995,5.3625,5.3625,5.3650
02/09/1995,5.5900,5.3625,5.3625
02/10/1995,5.6375,5.5900,5.3625
02/11/1995,N/E,N/E,5.5900
02/12/1995,N/E,N/E,5.5900
02/13/1995,5.6150,5.6375,5.5900
02/14/1995,5.7675,5.6150,5.6375
02/15/1995,5.9925,5.7675,5.6150
02/16/1995,6.1000,5.9925,5.7675
02/17/1995,5.7150,6.1000,5.9925
02/18/1995,N/E,N/E,6.1000
02/19/1995,N/E,N/E,6.1000
02/20/1995,5.5225,5.7150,6.1000
02/21/1995,5.4700,5.5225,5.7150
02/22/1995,5.9500,5.4700,5.5225
02/23/1995,5.6750,5.9500,5.4700
02/24/1995,5.8375,5.6750,5.9500
02/25/1995,N/E,N/E,5.6750
02/26/1995,N/E,N/E,5.6750
02/27/1995,6.0775,5.8375,5.6750
02/28/1995,6.0050,6.0775,5.8375
03/01/1995,5.9775,6.0050,6.0775
03/02/1995,5.9625,5.9775,6.0050
03/03/1995,6.0725,5.9625,5.9775
03/04/1995,N/E,N/E,5.9625
03/05/1995,N/E,N/E,5.9625
03/06/1995,6.6350,6.0725,5.9625
03/07/1995,6.8750,6.6350,6.0725
03/08/1995,6.8225,6.8750,6.6350
03/09/1995,7.5875,6.8225,6.8750
03/10/1995,6.4675,7.5875,6.8225
03/11/1995,N/E,N/E,7.5875
03/12/1995,N/E,N/E,7.5875
03/13/1995,6.4700,6.4675,7.5875
03/14/1995,6.5700,6.4700,6.4675
03/15/1995,6.9725,6.5700,6.4700
03/16/1995,7.2075,6.9725,6.5700
03/17/1995,7.0825,7.2075,6.9725
03/18/1995,N/E,N/E,7.2075
03/19/1995,N/E,N/E,7.2075
03/20/1995,7.0875,7.0825,7.2075
03/21/1995,N/E,7.0875,7.0825
03/22/1995,7.2800,N/E,7.0875
03/23/1995,7.0425,7.2800,N/E
03/24/1995,6.8750,7.0425,7.2800
03/25/1995,N/E,N/E,7.0425
03/26/1995,N/E,N/E,7.0425
03/27/1995,6.7275,6.8750,7.0425
03/28/1995,6.8275,6.7275,6.8750
03/29/1995,6.8175,6.8275,6.7275
03/30/1995,6.7800,6.8175,6.8275
03/31/1995,6.8475,6.7800,6.8175
04/01/1995,N/E,N/E,6.7800
04/02/1995,N/E,N/E,6.7800
04/03/1995,6.8025,6.8475,6.7800
04/04/1995,6.5883,6.8025,6.8475
04/05/1995,6.4850,6.5883,6.8025
04/06/1995,6.3808,6.4850,6.5883
04/07/1995,6.2933,6.3808,6.4850
04/08/1995,N/E,N/E,6.3808
04/09/1995,N/E,N/E,6.3808
04/10/1995,6.2917,6.2933,6.3808
04/11/1995,6.3033,6.2917,6.2933
04/12/1995,6.2867,6.3033,6.2917
04/13/1995,N/E,6.2867,6.3033
04/14/1995,N/E,N/E,6.2867
04/15/1995,N/E,N/E,N/E
04/16/1995,N/E,N/E,N/E
04/17/1995,6.2733,N/E,N/E
04/18/1995,6.2450,6.2733,N/E
04/19/1995,6.1392,6.2450,6.2733
04/20/1995,6.0483,6.1392,6.2450
04/21/1995,6.0192,6.0483,6.1392
04/22/1995,N/E,N/E,6.0483
04/23/1995,N/E,N/E,6.0483
04/24/1995,5.9350,6.0192,6.0483
04/25/1995,5.8883,5.9350,6.0192
04/26/1995,5.7850,5.8883,5.9350
04/27/1995,5.8983,5.7850,5.8883
04/28/1995,6.0517,5.8983,5.7850
04/29/1995,N/E,N/E,5.8983
04/30/1995,N/E,N/E,5.8983
05/01/1995,N/E,6.0517,5.8983
05/02/1995,5.9567,N/E,6.0517
05/03/1995,5.8692,5.9567,N/E
05/04/1995,5.8758,5.8692,5.9567
05/05/1995,N/E,5.8758,5.8692
05/06/1995,N/E,N/E,5.8758
05/07/1995,N/E,N/E,5.8758
05/08/1995,5.8417,N/E,5.8758
05/09/1995,5.8883,5.8417,N/E
05/10/1995,5.9575,5.8883,5.8417
05/11/1995,5.9083,5.9575,5.8883
05/12/1995,5.9408,5.9083,5.9575
05/13/1995,N/E,N/E,5.9083
05/14/1995,N/E,N/E,5.9083
05/15/1995,5.9742,5.9408,5.9083
05/16/1995,5.9492,5.9742,5.9408
05/17/1995,5.9275,5.9492,5.9742
05/18/1995,5.9200,5.9275,5.9492
05/19/1995,5.9175,5.9200,5.9275
05/20/1995,N/E,N/E,5.9200
05/21/1995,N/E,N/E,5.9200
05/22/1995,5.9192,5.9175,5.9200
05/23/1995,5.9950,5.9192,5.9175
05/24/1995,6.0350,5.9950,5.9192
05/25/1995,6.0550,6.0350,5.9950
05/26/1995,6.1583,6.0550,6.0350
05/27/1995,N/E,N/E,6.0550
05/28/1995,N/E,N/E,6.0550
05/29/1995,6.1775,6.1583,6.0550
05/30/1995,6.2600,6.1775,6.1583
05/31/1995,6.1808,6.2600,6.1775
06/01/1995,6.2167,6.1808,6.2600
06/02/1995,6.2017,6.2167,6.1808
06/03/1995,N/E,N/E,6.2167
06/04/1995,N/E,N/E,6.2167
06/05/1995,6.1408,6.2017,6.2167
06/06/1995,6.1108,6.1408,6.2017
06/07/1995,6.1617,6.1108,6.1408
06/08/1995,6.2317,6.1617,6.1108
06/09/1995,6.2825,6.2317,6.1617
06/10/1995,N/E,N/E,6.2317
06/11/1995,N/E,N/E,6.2317
06/12/1995,6.2792,6.2825,6.2317
06/13/1995,6.1808,6.2792,6.2825
06/14/1995,6.2275,6.1808,6.2792
06/15/1995,6.1867,6.2275,6.1808
06/16/1995,6.1808,6.1867,6.2275
06/17/1995,N/E,N/E,6.1867
06/18/1995,N/E,N/E,6.1867
06/19/1995,6.2008,6.1808,6.1867
06/20/1995,6.2517,6.2008,6.1808
06/21/1995,6.2867,6.2517,6.2008
06/22/1995,6.2425,6.2867,6.2517
06/23/1995,6.2500,6.2425,6.2867
06/24/1995,N/E,N/E,6.2425
06/25/1995,N/E,N/E,6.2425
06/26/1995,6.2550,6.2500,6.2425
06/27/1995,6.2717,6.2550,6.2500
06/28/1995,6.3092,6.2717,6.2550
06/29/1995,6.2621,6.3092,6.2717
06/30/1995,6.2608,6.2621,6.3092
07/01/1995,N/E,N/E,6.2621
07/02/1995,N/E,N/E,6.2621
07/03/1995,6.2425,6.2608,6.2621
07/04/1995,6.2683,6.2425,6.2608
07/05/1995,6.2633,6.2683,6.2425
07/06/1995,6.2371,6.2633,6.2683
07/07/1995,6.1650,6.2371,6.2633
07/08/1995,N/E,N/E,6.2371
07/09/1995,N/E,N/E,6.2371
07/10/1995,6.1075,6.1650,6.2371
07/11/1995,6.1209,6.1075,6.1650
07/12/1995,6.0971,6.1209,6.1075
07/13/1995,6.0283,6.0971,6.1209
07/14/1995,6.0450,6.0283,6.0971
07/15/1995,N/E,N/E,6.0283
07/16/1995,N/E,N/E,6.0283
07/17/1995,5.9896,6.0450,6.0283
07/18/1995,6.0413,5.9896,6.0450
07/19/1995,6.0793,6.0413,5.9896
07/20/1995,6.1583,6.0793,6.0413
07/21/1995,6.0983,6.1583,6.0793
07/22/1995,N/E,N/E,6.1583
07/23/1995,N/E,N/E,6.1583
07/24/1995,6.1054,6.0983,6.1583
07/25/1995,6.1500,6.1054,6.0983
07/26/1995,6.1200,6.1500,6.1054
07/27/1995,6.0882,6.1200,6.1500
07/28/1995,6.1052,6.0882,6.1200
07/29/1995,N/E,N/E,6.0882
07/30/1995,N/E,N/E,6.0882
07/31/1995,6.1142,6.1052,6.0882
08/01/1995,6.1296,6.1142,6.1052
08/02/1995,6.1143,6.1296,6.1142
08/03/1995,6.1258,6.1143,6.1296
08/04/1995,6.1529,6.1258,6.1143
08/05/1995,N/E,N/E,6.1258
08/06/1995,N/E,N/E,6.1258
08/07/1995,6.1290,6.1529,6.1258
08/08/1995,6.1461,6.1290,6.1529
08/09/1995,6.1385,6.1461,6.1290
08/10/1995,6.1453,6.1385,6.1461
08/11/1995,6.1400,6.1453,6.1385
08/12/1995,N/E,N/E,6.1453
08/13/1995,N/E,N/E,6.1453
08/14/1995,6.1426,6.1400,6.1453
08/15/1995,6.1545,6.1426,6.1400
08/16/1995,6.1673,6.1545,6.1426
08/17/1995,6.1850,6.1673,6.1545
08/18/1995,6.2651,6.1850,6.1673
08/19/1995,N/E,N/E,6.1850
08/20/1995,N/E,N/E,6.1850
08/21/1995,6.2278,6.2651,6.1850
08/22/1995,6.2150,6.2278,6.2651
08/23/1995,6.3050,6.2150,6.2278
08/24/1995,6.3167,6.3050,6.2150
08/25/1995,6.3342,6.3167,6.3050
08/26/1995,N/E,N/E,6.3167
08/27/1995,N/E,N/E,6.3167
08/28/1995,6.3246,6.3342,6.3167
08/29/1995,6.3114,6.3246,6.3342
08/30/1995,6.2800,6.3114,6.3246
08/31/1995,6.2763,6.2800,6.3114
09/01/1995,N/E,6.2763,6.2800
09/02/1995,N/E,N/E,6.2763
09/03/1995,N/E,N/E,6.2763
09/04/1995,6.2453,N/E,6.2763
09/05/1995,6.2337,6.2453,N/E
09/06/1995,6.2643,6.2337,6.2453
09/07/1995,6.2568,6.2643,6.2337
09/08/1995,6.2754,6.2568,6.2643
09/09/1995,N/E,N/E,6.2568
09/10/1995,N/E,N/E,6.2568
09/11/1995,6.2886,6.2754,6.2568
09/12/1995,6.2850,6.2886,6.2754
09/13/1995,6.2743,6.2850,6.2886
09/14/1995,6.2776,6.2743,6.2850
09/15/1995,6.2750,6.2776,6.2743
09/16/1995,N/E,N/E,6.2776
09/17/1995,N/E,N/E,6.2776
09/18/1995,6.2875,6.2750,6.2776
09/19/1995,6.3055,6.2875,6.2750
09/20/1995,6.3297,6.3055,6.2875
09/21/1995,6.3128,6.3297,6.3055
09/22/1995,6.3685,6.3128,6.3297
09/23/1995,N/E,N/E,6.3128
09/24/1995,N/E,N/E,6.3128
09/25/1995,6.3918,6.3685,6.3128
09/26/1995,6.3878,6.3918,6.3685
09/27/1995,6.4195,6.3878,6.3918
09/28/1995,6.4042,6.4195,6.3878
09/29/1995,6.3848,6.4042,6.4195
09/30/1995,N/E,N/E,6.4042
10/01/1995,N/E,N/E,6.4042
10/02/1995,6.4342,6.3848,6.4042
10/03/1995,6.5883,6.4342,6.3848
10/04/1995,6.5425,6.5883,6.4342
10/05/1995,6.5425,6.5425,6.5883
10/06/1995,6.5404,6.5425,6.5425
10/07/1995,N/E,N/E,6.5425
10/08/1995,N/E,N/E,6.5425
10/09/1995,6.5741,6.5404,6.5425
10/10/1995,6.8133,6.5741,6.5404
10/11/1995,6.7467,6.8133,6.5741
10/12/1995,6.7042,6.7467,6.8133
10/13/1995,6.7480,6.7042,6.7467
10/14/1995,N/E,N/E,6.7042
10/15/1995,N/E,N/E,6.7042
10/16/1995,6.7500,6.7480,6.7042
10/17/1995,6.7608,6.7500,6.7480
10/18/1995,6.7062,6.7608,6.7500
10/19/1995,6.6908,6.7062,6.7608
10/20/1995,6.6695,6.6908,6.7062
10/21/1995,N/E,N/E,6.6908
10/22/1995,N/E,N/E,6.6908
10/23/1995,6.7034,6.6695,6.6908
10/24/1995,6.7608,6.7034,6.6695
10/25/1995,6.8008,6.7608,6.7034
10/26/1995,7.1667,6.8008,6.7608
10/27/1995,7.1717,7.1667,6.8008
10/28/1995,N/E,N/E,7.1667
10/29/1995,N/E,N/E,7.1667
10/30/1995,6.9342,7.1717,7.1667
10/31/1995,7.1471,6.9342,7.1717
11/01/1995,7.4033,7.1471,6.9342
11/02/1995,N/E,7.4033,7.1471
11/03/1995,7.6850,N/E,7.4033
11/04/1995,N/E,N/E,N/E
11/05/1995,N/E,N/E,N/E
11/06/1995,7.3483,7.6850,N/E
11/07/1995,7.5167,7.3483,7.6850
11/08/1995,7.8200,7.5167,7.3483
11/09/1995,8.1383,7.8200,7.5167
11/10/1995,7.6650,8.1383,7.8200
11/11/1995,N/E,N/E,8.1383
11/12/1995,N/E,N/E,8.1383
11/13/1995,7.8725,7.6650,8.1383
11/14/1995,8.0950,7.8725,7.6650
11/15/1995,7.9000,8.0950,7.8725
11/16/1995,7.8000,7.9000,8.0950
11/17/1995,7.7508,7.8000,7.9000
11/18/1995,N/E,N/E,7.8000
11/19/1995,N/E,N/E,7.8000
11/20/1995,N/E,7.7508,7.8000
11/21/1995,7.7067,N/E,7.7508
11/22/1995,7.7242,7.7067,N/E
11/23/1995,7.6350,7.7242,7.7067
11/24/1995,7.6967,7.6350,7.7242
11/25/1995,N/E,N/E,7.6350
11/26/1995,N/E,N/E,7.6350
11/27/1995,7.6783,7.6967,7.6350
11/28/1995,7.6517,7.6783,7.6967
11/29/1995,7.4775,7.6517,7.6783
11/30/1995,7.5467,7.4775,7.6517
12/01/1995,7.5767,7.5467,7.4775
12/02/1995,N/E,N/E,7.5467
12/03/1995,N/E,N/E,7.5467
12/04/1995,7.6167,7.5767,7.5467
12/05/1995,7.6708,7.6167,7.5767
12/06/1995,7.6713,7.6708,7.6167
12/07/1995,7.7083,7.6713,7.6708
12/08/1995,7.7900,7.7083,7.6713
12/09/1995,N/E,N/E,7.7083
12/10/1995,N/E,N/E,7.7083
12/11/1995,7.7504,7.7900,7.7083
12/12/1995,N/E,7.7504,7.7900
12/13/1995,7.7950,N/E,7.7504
12/14/1995,7.8192,7.7950,N/E
12/15/1995,7.7696,7.8192,7.7950
12/16/1995,N/E,N/E,7.8192
12/17/1995,N/E,N/E,7.8192
12/18/1995,7.7588,7.7696,7.8192
12/19/1995,7.6809,7.7588,7.7696
12/20/1995,7.5500,7.6809,7.7588
12/21/1995,7.5858,7.5500,7.6809
12/22/1995,7.5708,7.5858,7.5500
12/23/1995,N/E,N/E,7.5858
12/24/1995,N/E,N/E,7.5858
12/25/1995,N/E,7.5708,7.5858
12/26/1995,7.5533,N/E,7.5708
12/27/1995,7.6425,7.5533,N/E
12/28/1995,7.6842,7.6425,7.5533
12/29/1995,7.7396,7.6842,7.6425
12/30/1995,N/E,N/E,7.6842
12/31/1995,N/E,N/E,7.6842
01/01/1996,N/E,7.7396,7.6842
01/02/1996,7.6958,N/E,7.7396
01/03/1996,7.5596,7.6958,N/E
01/04/1996,7.5700,7.5596,7.6958
01/05/1996,7.5675,7.5700,7.5596
01/06/1996,N/E,N/E,7.5700
01/07/1996,N/E,N/E,7.5700
01/08/1996,7.5388,7.5675,7.5700
01/09/1996,7.4779,7.5388,7.5675
01/10/1996,7.5188,7.4779,7.5388
01/11/1996,7.5213,7.5188,7.4779
01/12/1996,7.4679,7.5213,7.5188
01/13/1996,N/E,N/E,7.5213
01/14/1996,N/E,N/E,7.5213
01/15/1996,7.5246,7.4679,7.5213
01/16/1996,7.5254,7.5246,7.4679
01/17/1996,7.5100,7.5254,7.5246
01/18/1996,7.4667,7.5100,7.5254
01/19/1996,7.4296,7.4667,7.5100
01/20/1996,N/E,N/E,7.4667
01/21/1996,N/E,N/E,7.4667
01/22/1996,7.3123,7.4296,7.4667
01/23/1996,7.3608,7.3123,7.4296
01/24/1996,7.4215,7.3608,7.3123
01/25/1996,7.3867,7.4215,7.3608
01/26/1996,7.4349,7.3867,7.4215
01/27/1996,N/E,N/E,7.3867
01/28/1996,N/E,N/E,7.3867
01/29/1996,7.3908,7.4349,7.3867
01/30/1996,7.3699,7.3908,7.4349
01/31/1996,7.4212,7.3699,7.3908
02/01/1996,7.4170,7.4212,7.3699
02/02/1996,7.4241,7.4170,7.4212
02/03/1996,N/E,N/E,7.4170
02/04/1996,N/E,N/E,7.4170
02/05/1996,N/E,7.4241,7.4170
02/06/1996,7.4821,N/E,7.4241
02/07/1996,7.4800,7.4821,N/E
02/08/1996,7.4863,7.4800,7.4821
02/09/1996,7.4929,7.4863,7.4800
02/10/1996,N/E,N/E,7.4863
02/11/1996,N/E,N/E,7.4863
02/12/1996,7.5279,7.4929,7.4863
02/13/1996,7.5688,7.5279,7.4929
02/14/1996,7.5298,7.5688,7.5279
02/15/1996,7.5008,7.5298,7.5688
02/16/1996,7.5446,7.5008,7.5298
02/17/1996,N/E,N/E,7.5008
02/18/1996,N/E,N/E,7.5008
02/19/1996,7.5458,7.5446,7.5008
02/20/1996,7.5785,7.5458,7.5446
02/21/1996,7.5381,7.5785,7.5458
02/22/1996,7.5477,7.5381,7.5785
02/23/1996,7.5331,7.5477,7.5381
02/24/1996,N/E,N/E,7.5477
02/25/1996,N/E,N/E,7.5477
02/26/1996,7.5571,7.5331,7.5477
02/27/1996,7.5390,7.5571,7.5331
02/28/1996,7.5573,7.5390,7.5571
02/29/1996,7.6296,7.5573,7.5390
03/01/1996,7.5891,7.6296,7.5573
03/02/1996,N/E,N/E,7.6296
03/03/1996,N/E,N/E,7.6296
03/04/1996,7.5747,7.5891,7.6296
03/05/1996,7.5863,7.5747,7.5891
03/06/1996,7.5952,7.5863,7.5747
03/07/1996,7.5713,7.5952,7.5863
03/08/1996,7.5893,7.5713,7.5952
03/09/1996,N/E,N/E,7.5713
03/10/1996,N/E,N/E,7.5713
03/11/1996,7.6237,7.5893,7.5713
03/12/1996,7.6045,7.6237,7.5893
03/13/1996,7.5893,7.6045,7.6237
03/14/1996,7.5616,7.5893,7.6045
03/15/1996,7.5762,7.5616,7.5893
03/16/1996,N/E,N/E,7.5616
03/17/1996,N/E,N/E,7.5616
03/18/1996,7.5561,7.5762,7.5616
03/19/1996,7.5242,7.5561,7.5762
03/20/1996,7.5432,7.5242,7.5561
03/21/1996,N/E,7.5432,7.5242
03/22/1996,7.5600,N/E,7.5432
03/23/1996,N/E,N/E,N/E
03/24/1996,N/E,N/E,N/E
03/25/1996,7.5484,7.5600,N/E
03/26/1996,7.5437,7.5484,7.5600
03/27/1996,7.5479,7.5437,7.5484
03/28/1996,7.5526,7.5479,7.5437
03/29/1996,7.5375,7.5526,7.5479
03/30/1996,N/E,N/E,7.5526
03/31/1996,N/E,N/E,7.5526
04/01/1996,7.5127,7.5375,7.5526
04/02/1996,7.5110,7.5127,7.5375
04/03/1996,7.5181,7.5110,7.5127
04/04/1996,N/E,7.5181,7.5110
04/05/1996,N/E,N/E,7.5181
04/06/1996,N/E,N/E,N/E
04/07/1996,N/E,N/E,N/E
04/08/1996,7.5725,N/E,N/E
04/09/1996,7.5366,7.5725,N/E
04/10/1996,7.4950,7.5366,7.5725
04/11/1996,7.4990,7.4950,7.5366
04/12/1996,7.4995,7.4990,7.4950
04/13/1996,N/E,N/E,7.4990
04/14/1996,N/E,N/E,7.4990
04/15/1996,7.4736,7.4995,7.4990
04/16/1996,7.4315,7.4736,7.4995
04/17/1996,7.4276,7.4315,7.4736
04/18/1996,7.4410,7.4276,7.4315
04/19/1996,7.4053,7.4410,7.4276
04/20/1996,N/E,N/E,7.4410
04/21/1996,N/E,N/E,7.4410
04/22/1996,7.3776,7.4053,7.4410
04/23/1996,7.4175,7.3776,7.4053
04/24/1996,7.4330,7.4175,7.3776
04/25/1996,7.3794,7.4330,7.4175
04/26/1996,7.4042,7.3794,7.4330
04/27/1996,N/E,N/E,7.3794
04/28/1996,N/E,N/E,7.3794
04/29/1996,7.4526,7.4042,7.3794
04/30/1996,7.4462,7.4526,7.4042
05/01/1996,N/E,7.4462,7.4526
05/02/1996,7.4692,N/E,7.4462
05/03/1996,7.4749,7.4692,N/E
05/04/1996,N/E,N/E,7.4692
05/05/1996,N/E,N/E,7.4692
05/06/1996,7.5283,7.4749,7.4692
05/07/1996,7.5120,7.5283,7.4749
05/08/1996,7.4828,7.5120,7.5283
05/09/1996,7.4762,7.4828,7.5120
05/10/1996,7.4469,7.4762,7.4828
05/11/1996,N/E,N/E,7.4762
05/12/1996,N/E,N/E,7.4762
05/13/1996,7.4434,7.4469,7.4762
05/14/1996,7.4075,7.4434,7.4469
05/15/1996,7.4467,7.4075,7.4434
05/16/1996,7.4179,7.4467,7.4075
05/17/1996,7.4019,7.4179,7.4467
05/18/1996,N/E,N/E,7.4179
05/19/1996,N/E,N/E,7.4179
05/20/1996,7.4124,7.4019,7.4179
05/21/1996,7.3940,7.4124,7.4019
05/22/1996,7.3861,7.3940,7.4124
05/23/1996,7.3823,7.3861,7.3940
05/24/1996,7.3988,7.3823,7.3861
05/25/1996,N/E,N/E,7.3823
05/26/1996,N/E,N/E,7.3823
05/27/1996,7.3840,7.3988,7.3823
05/28/1996,7.3850,7.3840,7.3988
05/29/1996,7.4095,7.3850,7.3840
05/30/1996,7.4367,7.4095,7.3850
05/31/1996,7.4208,7.4367,7.4095
06/01/1996,N/E,N/E,7.4367
06/02/1996,N/E,N/E,7.4367
06/03/1996,7.4747,7.4208,7.4367
06/04/1996,7.4313,7.4747,7.4208
06/05/1996,7.4651,7.4313,7.4747
06/06/1996,7.5017,7.4651,7.4313
06/07/1996,7.5278,7.5017,7.4651
06/08/1996,N/E,N/E,7.5017
06/09/1996,N/E,N/E,7.5017
06/10/1996,7.5149,7.5278,7.5017
06/11/1996,7.6308,7.5149,7.5278
06/12/1996,7.5743,7.6308,7.5149
06/13/1996,7.6343,7.5743,7.6308
06/14/1996,7.5935,7.6343,7.5743
06/15/1996,N/E,N/E,7.6343
06/16/1996,N/E,N/E,7.6343
06/17/1996,7.5843,7.5935,7.6343
06/18/1996,7.5552,7.5843,7.5935
06/19/1996,7.5268,7.5552,7.5843
06/20/1996,7.5506,7.5268,7.5552
06/21/1996,7.5743,7.5506,7.5268
06/22/1996,N/E,N/E,7.5506
06/23/1996,N/E,N/E,7.5506
06/24/1996,7.6352,7.5743,7.5506
06/25/1996,7.6077,7.6352,7.5743
06/26/1996,7.6108,7.6077,7.6352
06/27/1996,7.6323,7.6108,7.6077
06/28/1996,7.5814,7.6323,7.6108
06/29/1996,N/E,N/E,7.6323
06/30/1996,N/E,N/E,7.6323
07/01/1996,7.6215,7.5814,7.6323
07/02/1996,7.5842,7.6215,7.5814
07/03/1996,7.5925,7.5842,7.6215
07/04/1996,7.6093,7.5925,7.5842
07/05/1996,7.6318,7.6093,7.5925
07/06/1996,N/E,N/E,7.6093
07/07/1996,N/E,N/E,7.6093
07/08/1996,7.6688,7.6318,7.6093
07/09/1996,7.6383,7.6688,7.6318
07/10/1996,7.6183,7.6383,7.6688
07/11/1996,7.6429,7.6183,7.6383
07/12/1996,7.6390,7.6429,7.6183
07/13/1996,N/E,N/E,7.6429
07/14/1996,N/E,N/E,7.6429
07/15/1996,7.6453,7.6390,7.6429
07/16/1996,7.6575,7.6453,7.6390
07/17/1996,7.6536,7.6575,7.6453
07/18/1996,7.6453,7.6536,7.6575
07/19/1996,7.6168,7.6453,7.6536
07/20/1996,N/E,N/E,7.6453
07/21/1996,N/E,N/E,7.6453
07/22/1996,7.6293,7.6168,7.6453
07/23/1996,7.6078,7.6293,7.6168
07/24/1996,7.6117,7.6078,7.6293
07/25/1996,7.5903,7.6117,7.6078
07/26/1996,7.5959,7.5903,7.6117
07/27/1996,N/E,N/E,7.5903
